회원키,총구매,총매수,총금액,첫구매일,최근구매일,분포
00000015542,4,9,400000,20211002: ,20230916: ,2021|어린이·가족:2;2023|뮤지컬:1;2023|어린이·가족:1
00000006503,13,19,879000,20211002: ,20250517: ,2021|어린이·가족:2;2022|어린이·가족:1;2022|미상:1;2022|뮤지컬:1;2023|뮤지컬:1;2023|클래식:1;2023|발레/연극:1;2024|어린이·가족:1;2024|발레/연극:1;2024|기타:1;2025|뮤지컬:1;2025|어린이·가족:1
00000004213,9,33,1141000,20211002: ,20251204: ,2021|어린이·가족:1;2021|발레/연극:1;2022|클래식:1;2023|클래식:2;2024|클래식:2;2025|뮤지컬:1;2025|클래식:1
00000019715,2,5,224000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000019123,6,20,1044000,20201024: ,20250705: ,2021|어린이·가족:1;2021|발레/연극:1;2023|발레/연극:1;2024|발레/연극:1;2025|뮤지컬:1;2020|뮤지컬:1
00000005153,4,8,179000,20211002: ,20250522: ,2021|어린이·가족:1;2023|클래식:1;2025|클래식:2
00000009057,7,17,427100,20211002: ,20250920: ,2021|어린이·가족:1;2021|클래식:1;2022|클래식:1;2022|어린이·가족:1;2023|클래식:1;2024|클래식:1;2025|어린이·가족:1
00000014010,3,6,300000,20211002: ,20250719: ,2021|어린이·가족:1;2025|뮤지컬:1;2025|발레/연극:1
00000012357,5,12,666000,20211002: ,20240512: ,2021|어린이·가족:1;2021|뮤지컬:1;2023|클래식:1;2023|어린이·가족:1;2024|어린이·가족:1
00000014323,4,8,375600,20201024: ,20241225: ,2021|어린이·가족:1;2024|발레/연극:2;2020|뮤지컬:1
00000003450,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000003671,6,19,926800,20211002: ,20251123: ,2021|어린이·가족:2;2025|어린이·가족:3;2025|뮤지컬:1
00000005782,5,11,507200,20211002: ,20250920: ,2021|어린이·가족:1;2023|뮤지컬:2;2023|어린이·가족:1;2025|어린이·가족:1
00000000965,9,18,956900,20201126: ,20250920: ,2021|어린이·가족:1;2022|클래식:1;2023|뮤지컬:1;2023|어린이·가족:1;2023|클래식:1;2024|어린이·가족:1;2024|발레/연극:1;2025|어린이·가족:1;2020|클래식:1
00000016049,3,6,230000,20211002: ,20230916: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|어린이·가족:1
00000004342,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000010139,5,11,657800,20211002: ,20250920: ,2021|어린이·가족:2;2023|뮤지컬:1;2024|뮤지컬:1;2025|어린이·가족:1
00000005113,3,6,287000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:2
00000022407,2,4,198000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000004595,2,3,250000,20211002: ,20250216: ,2021|어린이·가족:1;2025|뮤지컬:1
00000022207,4,10,452000,20211002: ,20230429: ,2021|어린이·가족:1;2021|발레/연극:1;2022|어린이·가족:1;2023|뮤지컬:1
00000010290,3,6,193200,20211002: ,20250920: ,2021|어린이·가족:1;2022|어린이·가족:1;2025|어린이·가족:1
00000006630,3,8,368600,20201024: ,20241224: ,2021|어린이·가족:1;2024|발레/연극:1;2020|뮤지컬:1
00000009742,6,10,362000,20211002: ,20250216: ,2021|어린이·가족:1;2022|어린이·가족:2;2022|미상:2;2025|뮤지컬:1
00000014851,2,5,279500,20211002: ,20220923: ,2021|어린이·가족:1;2022|발레/연극:1
00000004540,9,16,518000,20211002: ,20250710: ,2021|어린이·가족:1;2021|뮤지컬:1;2022|클래식:2;2023|클래식:2;2024|클래식:2;2025|클래식:1
00000008698,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000008118,5,11,533200,20211002: ,20250920: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2025|어린이·가족:2
00000020523,1,2,48000,20211002: ,20211002: ,2021|어린이·가족:1
00000002311,4,9,609200,20211002: ,20250802: ,2021|어린이·가족:1;2022|뮤지컬:1;2025|어린이·가족:2
00000001593,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000004565,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000005019,3,9,368000,20211002: ,20230429: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1
00000017307,3,9,337800,20211002: ,20250920: ,2021|어린이·가족:1;2023|뮤지컬:1;2025|어린이·가족:1
00000011220,8,20,779000,20211002: ,20241124: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|클래식:1;2023|뮤지컬:1;2023|어린이·가족:1;2023|발레/연극:1;2024|어린이·가족:1;2024|뮤지컬:1
00000011716,6,17,898000,20211002: ,20250719: ,2021|어린이·가족:1;2022|뮤지컬:1;2023|뮤지컬:1;2025|뮤지컬:2;2025|발레/연극:1
00000017292,1,3,130000,20211002: ,20211002: ,2021|어린이·가족:1
00000005203,2,3,134000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000021877,2,4,120000,20211002: ,20250920: ,2021|어린이·가족:1;2025|어린이·가족:1
00000021086,3,6,240000,20211002: ,20230916: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1
00000021188,5,13,1223000,20211002: ,20250706: ,2021|어린이·가족:1;2022|뮤지컬:1;2023|어린이·가족:1;2025|뮤지컬:2
00000008037,3,10,561000,20211002: ,20211224: ,2021|어린이·가족:1;2021|뮤지컬:1;2021|발레/연극:1
00000019730,2,4,127200,20211002: ,20241225: ,2021|어린이·가족:1;2024|발레/연극:1
00000021081,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000008884,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000010357,3,8,339800,20211002: ,20250918: ,2021|어린이·가족:1;2024|어린이·가족:1;2025|어린이·가족:1
00000002249,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000009299,1,4,190000,20211002: ,20211002: ,2021|어린이·가족:1
00000004197,3,6,264000,20211002: ,20230429: ,2021|어린이·가족:2;2023|뮤지컬:1
00000007122,1,3,150000,20211002: ,20211002: ,2021|어린이·가족:1
00000007922,3,6,176000,20211002: ,20230916: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1
00000004729,2,4,318000,20211002: ,20220416: ,2021|어린이·가족:1;2022|뮤지컬:1
00000009921,2,6,159000,20211002: ,20220819: ,2021|어린이·가족:1;2022|클래식:1
00000022132,2,4,176000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000014106,5,13,484600,20211002: ,20250920: ,2021|어린이·가족:1;2023|어린이·가족:1;2025|어린이·가족:3
00000016216,2,4,150000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000017460,4,8,438800,20211002: ,20250802: ,2021|어린이·가족:1;2021|뮤지컬:1;2023|뮤지컬:1;2025|어린이·가족:1
00000000864,2,10,508000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000013352,7,13,663200,20211002: ,20250918: ,2021|어린이·가족:1;2021|뮤지컬:1;2021|발레/연극:1;2023|뮤지컬:1;2023|어린이·가족:2;2025|어린이·가족:1
00000012448,1,2,100000,20211002: ,20211002: ,2021|어린이·가족:1
00000009248,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000015658,2,5,214600,20211002: ,20250802: ,2021|어린이·가족:1;2025|어린이·가족:1
00000022043,4,4,280000,20211002: ,20240712: ,2021|어린이·가족:3;2024|뮤지컬:1
00000004635,1,2,48000,20211002: ,20211002: ,2021|어린이·가족:1
00000005385,8,17,682500,20211002: ,20251024: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|클래식:1;2023|어린이·가족:1;2024|뮤지컬:1;2024|발레/연극:1;2025|클래식:1
00000010034,1,3,140000,20211002: ,20211002: ,2021|어린이·가족:1
00000009643,4,11,408400,20211002: ,20250920: ,2021|어린이·가족:2;2024|어린이·가족:1;2025|어린이·가족:1
00000017579,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000019706,5,10,447200,20211002: ,20250920: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2025|어린이·가족:2
00000008573,1,2,48000,20211002: ,20211002: ,2021|어린이·가족:1
00000020377,2,5,95000,20211002: ,20251115: ,2021|어린이·가족:1;2025|클래식:1
00000022637,2,6,458000,20211002: ,20240714: ,2021|어린이·가족:1;2024|뮤지컬:1
00000014408,3,6,180000,20211002: ,20231220: ,2021|어린이·가족:1;2023|클래식:1;2023|발레/연극:1
00000003652,2,4,97000,20211002: ,20250904: ,2021|어린이·가족:1;2025|클래식:1
00000022246,1,3,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000022005,4,6,372500,20211002: ,20240320: ,2021|어린이·가족:1;2021|클래식:1;2022|뮤지컬:1;2024|클래식:1
00000020222,2,3,125000,20201024: ,20211002: ,2021|어린이·가족:1;2020|뮤지컬:1
00000007675,3,6,306000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:2
00000014869,14,33,1170000,20211002: ,20250911: ,2021|어린이·가족:1;2022|클래식:1;2023|클래식:8;2023|뮤지컬:1;2023|발레/연극:1;2024|클래식:1;2025|클래식:1
00000010948,10,23,847300,20211002: ,20251115: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|뮤지컬:1;2024|클래식:2;2025|클래식:2;2025|어린이·가족:1
00000003822,6,12,590000,20211002: ,20241206: ,2021|어린이·가족:1;2022|미상:2;2023|뮤지컬:1;2024|뮤지컬:1;2024|클래식:1
00000021322,14,22,552400,20211002: ,20250920: ,2021|어린이·가족:1;2021|발레/연극:1;2022|어린이·가족:1;2022|미상:2;2022|클래식:1;2023|클래식:4;2024|어린이·가족:1;2024|클래식:1;2025|어린이·가족:2
00000004200,3,9,314000,20211002: ,20230429: ,2021|어린이·가족:1;2022|클래식:1;2023|뮤지컬:1
00000004227,8,24,1558900,20211002: ,20251129: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|발레/연극:1;2024|뮤지컬:1;2024|발레/연극:1;2025|뮤지컬:1;2025|발레/연극:2
00000019156,5,10,405200,20211002: ,20250920: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2025|어린이·가족:1
00000007624,3,5,238000,20211002: ,20230429: ,2021|어린이·가족:2;2023|뮤지컬:1
00000019511,3,13,468000,20211002: ,20231118: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|어린이·가족:1
00000018898,4,8,265000,20201024: ,20240912: ,2021|어린이·가족:1;2022|미상:1;2024|어린이·가족:1;2020|뮤지컬:1
00000014134,2,5,224000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000011304,7,16,846300,20211002: ,20251129: ,2021|어린이·가족:1;2022|어린이·가족:1;2024|어린이·가족:1;2025|어린이·가족:2;2025|뮤지컬:1;2025|발레/연극:1
00000019240,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000008253,2,4,188000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000009732,4,5,100000,20211002: ,20220917: ,2021|어린이·가족:1;2022|미상:3
00000016659,2,5,311000,20211002: ,20241225: ,2021|어린이·가족:1;2024|발레/연극:1
00000018447,3,7,314000,20201024: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1;2020|뮤지컬:1
00000002512,2,6,272000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000006252,6,14,317000,20211002: ,20240320: ,2021|어린이·가족:1;2021|클래식:1;2022|미상:3;2024|클래식:1
00000004911,9,19,827400,20211002: ,20250920: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2023|클래식:1;2024|어린이·가족:1;2024|클래식:1;2025|어린이·가족:3
00000013081,1,3,130000,20211002: ,20211002: ,2021|어린이·가족:1
00000006866,2,3,103500,20211002: ,20221208: ,2021|어린이·가족:1;2022|클래식:1
00000021069,2,4,117000,20211002: ,20231214: ,2021|어린이·가족:1;2023|클래식:1
00000018036,7,13,656000,20211002: ,20230916: ,2021|어린이·가족:2;2021|뮤지컬:1;2022|어린이·가족:1;2022|미상:1;2023|뮤지컬:1;2023|어린이·가족:1
00000005032,2,5,220000,20211002: ,20211224: ,2021|어린이·가족:1;2021|발레/연극:1
00000022145,10,27,2338000,20211002: ,20250706: ,2021|어린이·가족:1;2023|뮤지컬:2;2023|어린이·가족:2;2024|어린이·가족:1;2024|뮤지컬:1;2025|뮤지컬:2;2025|클래식:1
00000009622,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000013075,2,5,224000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000011154,4,8,336000,20201024: ,20231118: ,2021|어린이·가족:1;2023|어린이·가족:2;2020|뮤지컬:1
00000018123,2,3,135000,20211002: ,20211002: ,2021|어린이·가족:2
00000018631,4,10,212000,20211002: ,20230622: ,2021|어린이·가족:1;2021|클래식:1;2022|클래식:1;2023|클래식:1
00000012190,2,4,265000,20211002: ,20241124: ,2021|어린이·가족:1;2024|뮤지컬:1
00000004503,2,4,198000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000009456,1,2,100000,20211002: ,20211002: ,2021|어린이·가족:1
00000019407,1,5,144000,20211002: ,20211002: ,2021|어린이·가족:1
00000007805,1,7,350000,20211002: ,20211002: ,2021|어린이·가족:1
00000010734,8,18,1091000,20211002: ,20250704: ,2021|어린이·가족:1;2022|어린이·가족:4;2023|뮤지컬:1;2023|어린이·가족:1;2025|뮤지컬:1
00000004506,7,16,738000,20211002: ,20251122: ,2021|어린이·가족:1;2022|어린이·가족:1;2024|어린이·가족:1;2025|어린이·가족:1;2025|발레/연극:1;2025|클래식:1;2025|뮤지컬:1
00000009691,4,14,618300,20211002: ,20250920: ,2021|어린이·가족:1;2022|클래식:1;2024|발레/연극:1;2025|어린이·가족:1
00000001590,3,6,464000,20211002: ,20240713: ,2021|어린이·가족:1;2023|뮤지컬:1;2024|뮤지컬:1
00000017897,2,4,190000,20211002: ,20241224: ,2021|어린이·가족:1;2024|발레/연극:1
00000009096,3,17,954000,20211002: ,20250704: ,2021|어린이·가족:1;2022|어린이·가족:1;2025|뮤지컬:1
00000006462,3,5,234000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:2
00000009772,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000020922,2,9,274000,20211002: ,20240824: ,2021|어린이·가족:1;2024|클래식:1
00000010035,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000004181,11,25,987000,20211002: ,20240817: ,2021|어린이·가족:1;2022|어린이·가족:3;2022|발레/연극:1;2023|뮤지컬:1;2023|어린이·가족:2;2024|어린이·가족:2;2024|기타:1
00000007826,2,5,209200,20211002: ,20250920: ,2021|어린이·가족:1;2025|어린이·가족:1
00000011517,11,19,685400,20211002: ,20250904: ,2021|어린이·가족:1;2022|어린이·가족:1;2022|미상:4;2022|발레/연극:1;2023|발레/연극:1;2023|클래식:1;2024|발레/연극:1;2025|클래식:1
00000006464,3,6,237500,20211002: ,20231214: ,2021|어린이·가족:1;2023|어린이·가족:1;2023|클래식:1
00000011081,11,25,1809800,20201024: ,20251123: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|어린이·가족:1;2024|발레/연극:1;2025|어린이·가족:2;2025|뮤지컬:2;2020|뮤지컬:1
00000009905,3,5,121500,20211002: ,20231020: ,2021|어린이·가족:1;2023|클래식:2
00000004557,12,28,944500,20211002: ,20251129: ,2021|어린이·가족:1;2021|발레/연극:1;2022|어린이·가족:1;2023|어린이·가족:2;2024|어린이·가족:2;2024|발레/연극:2;2024|클래식:1;2025|발레/연극:2
00000017480,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000001633,3,7,272000,20211002: ,20240512: ,2021|어린이·가족:1;2022|어린이·가족:1;2024|어린이·가족:1
00000019019,2,4,144000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000008969,1,3,140000,20211002: ,20211002: ,2021|어린이·가족:1
00000005361,1,2,54000,20211002: ,20211002: ,2021|어린이·가족:1
00000003473,2,4,134000,20211002: ,20231118: ,2021|어린이·가족:1;2023|어린이·가족:1
00000021475,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000014632,2,4,127200,20211002: ,20250920: ,2021|어린이·가족:1;2025|어린이·가족:1
00000005936,2,3,80000,20211002: ,20220917: ,2021|어린이·가족:1;2022|미상:1
00000015643,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000017807,3,12,564000,20211002: ,20230916: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1
00000011959,11,23,896500,20201024: ,20250308: ,2021|어린이·가족:1;2022|어린이·가족:1;2022|발레/연극:1;2023|뮤지컬:1;2023|클래식:2;2023|어린이·가족:1;2024|클래식:2;2025|클래식:1;2020|뮤지컬:1
00000001610,1,3,125000,20211002: ,20211002: ,2021|어린이·가족:1
00000003437,5,11,896000,20211002: ,20250705: ,2021|어린이·가족:1;2022|미상:2;2023|뮤지컬:1;2025|뮤지컬:1
00000016104,2,4,176000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000010693,9,16,632000,20211002: ,20230916: ,2021|어린이·가족:1;2021|발레/연극:1;2022|뮤지컬:1;2022|어린이·가족:2;2022|미상:1;2023|뮤지컬:1;2023|클래식:1;2023|어린이·가족:1
00000009380,8,18,838100,20211002: ,20251115: ,2021|어린이·가족:1;2022|어린이·가족:1;2022|발레/연극:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|발레/연극:1;2025|클래식:2
00000020225,4,10,508600,20211002: ,20250920: ,2021|어린이·가족:1;2022|어린이·가족:1;2022|뮤지컬:1;2025|어린이·가족:1
00000012722,7,30,1532000,20211002: ,20240519: ,2021|어린이·가족:1;2022|발레/연극:2;2023|뮤지컬:1;2023|발레/연극:2;2024|발레/연극:1
00000019293,1,2,54000,20211002: ,20211002: ,2021|어린이·가족:1
00000010563,4,10,425000,20211002: ,20250920: ,2021|어린이·가족:1;2023|어린이·가족:1;2025|어린이·가족:2
00000002190,9,24,999500,20211002: ,20251115: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|클래식:1;2024|어린이·가족:1;2024|뮤지컬:1;2025|클래식:2;2025|어린이·가족:1
00000016736,2,4,176000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000007079,2,4,200000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000019157,9,19,1663000,20201024: ,20250720: ,2021|어린이·가족:1;2022|뮤지컬:2;2023|뮤지컬:1;2024|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:2;2020|뮤지컬:1
00000008879,1,4,180000,20211002: ,20211002: ,2021|어린이·가족:1
00000006181,3,6,264000,20211002: ,20230916: ,2021|어린이·가족:2;2023|어린이·가족:1
00000009335,2,4,324000,20211002: ,20220415: ,2021|어린이·가족:1;2022|뮤지컬:1
00000015194,6,15,615200,20211002: ,20250920: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2025|발레/연극:1;2025|어린이·가족:1
00000009964,5,10,343000,20211002: ,20230921: ,2021|어린이·가족:1;2022|발레/연극:1;2023|뮤지컬:1;2023|어린이·가족:1;2023|클래식:1
00000004536,6,12,545200,20211002: ,20250918: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2025|발레/연극:1;2025|어린이·가족:2
00000007328,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000006751,13,25,463500,20211002: ,20251115: ,2021|어린이·가족:1;2021|클래식:1;2023|클래식:4;2024|클래식:2;2025|클래식:4;2025|발레/연극:1
00000014631,7,12,353000,20211002: ,20230916: ,2021|어린이·가족:1;2022|어린이·가족:2;2022|미상:3;2023|어린이·가족:1
00000011675,8,23,1278000,20201024: ,20250529: ,2021|어린이·가족:1;2022|어린이·가족:1;2022|발레/연극:1;2023|어린이·가족:1;2024|어린이·가족:1;2024|뮤지컬:1;2025|발레/연극:1;2020|뮤지컬:1
00000000507,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000013094,2,4,156000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000007674,5,15,595000,20211002: ,20250308: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|클래식:1;2023|어린이·가족:1;2025|클래식:1
00000017400,2,5,234000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000000557,1,3,84000,20211002: ,20211002: ,2021|어린이·가족:1
00000004863,2,5,178800,20211002: ,20250920: ,2021|어린이·가족:1;2025|어린이·가족:1
00000017196,5,12,310000,20201024: ,20231130: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|뮤지컬:1;2023|클래식:1;2020|뮤지컬:1
00000019708,4,9,398000,20211002: ,20230916: ,2021|어린이·가족:1;2022|발레/연극:1;2023|뮤지컬:1;2023|어린이·가족:1
00000009203,1,3,140000,20211002: ,20211002: ,2021|어린이·가족:1
00000017402,3,7,226200,20211002: ,20250920: ,2021|어린이·가족:1;2023|어린이·가족:1;2025|어린이·가족:1
00000016828,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000006743,2,4,108000,20211002: ,20220723: ,2021|어린이·가족:1;2022|어린이·가족:1
00000006631,1,2,90000,20211002: ,20211002: ,2021|어린이·가족:1
00000013925,3,4,60000,20211002: ,20220917: ,2021|어린이·가족:1;2022|미상:2
00000004097,6,15,482600,20211002: ,20250920: ,2021|어린이·가족:1;2024|어린이·가족:3;2025|어린이·가족:2
00000003168,3,9,422000,20211002: ,20240511: ,2021|어린이·가족:1;2023|뮤지컬:1;2024|어린이·가족:1
00000020046,9,27,1426000,20211002: ,20250720: ,2021|어린이·가족:1;2023|뮤지컬:1;2023|어린이·가족:1;2024|어린이·가족:1;2024|클래식:1;2024|뮤지컬:1;2024|발레/연극:1;2025|뮤지컬:1;2025|발레/연극:1
00000014966,4,9,309800,20211002: ,20251115: ,2021|어린이·가족:1;2023|클래식:1;2025|어린이·가족:1;2025|클래식:1
00000009277,4,7,179500,20211002: ,20230429: ,2021|어린이·가족:1;2023|클래식:2;2023|뮤지컬:1
00000010079,5,17,1814000,20211002: ,20251123: ,2021|어린이·가족:1;2023|발레/연극:1;2024|뮤지컬:1;2025|뮤지컬:2
00000007371,8,14,614700,20211002: ,20251123: ,2021|어린이·가족:2;2022|어린이·가족:1;2022|클래식:1;2023|뮤지컬:1;2024|어린이·가족:1;2025|어린이·가족:1;2025|뮤지컬:1
00000018962,1,2,54000,20211002: ,20211002: ,2021|어린이·가족:1
00000020969,2,7,338000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000014454,2,5,212000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000021101,1,3,60000,20211002: ,20211002: ,2021|어린이·가족:1
00000014253,2,5,212000,20211002: ,20230429: ,2021|어린이·가족:1;2023|뮤지컬:1
00000008793,1,3,125000,20211002: ,20211002: ,2021|어린이·가족:1
00000018854,9,22,1728800,20211002: ,20251122: ,2021|어린이·가족:1;2022|발레/연극:1;2023|발레/연극:1;2024|뮤지컬:2;2025|뮤지컬:2;2025|발레/연극:1;2025|어린이·가족:1
00000013311,5,11,1354000,20211002: ,20251123: ,2021|어린이·가족:1;2022|뮤지컬:1;2024|뮤지컬:2;2025|뮤지컬:1
00000010739,1,3,125000,20211002: ,20211002: ,2021|어린이·가족:1
00000017857,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000022137,6,14,783000,20201018: ,20231020: ,2021|어린이·가족:1;2021|클래식:1;2021|발레/연극:1;2023|클래식:1;2020|클래식:1;2022|클래식:1
00000018458,7,18,450000,20211002: ,20240824: ,2021|어린이·가족:1;2022|어린이·가족:1;2023|클래식:3;2023|어린이·가족:1;2024|클래식:1
00000007559,3,8,274000,20211002: ,20220723: ,2021|어린이·가족:2;2022|어린이·가족:1
00000008580,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000009403,1,2,80000,20211002: ,20211002: ,2021|어린이·가족:1
00000005898,1,3,125000,20211002: ,20211002: ,2021|어린이·가족:1
00000014360,10,23,918000,20211002: ,20240511: ,2021|어린이·가족:1;2021|발레/연극:1;2022|어린이·가족:3;2022|미상:1;2023|뮤지컬:1;2023|어린이·가족:2;2024|어린이·가족:1
00000017766,1,3,72000,20211002: ,20211002: ,2021|어린이·가족:1
00000007447,1,3,140000,20211002: ,20211002: ,2021|어린이·가족:1
00000017901,11,26,754400,20211002: ,20250920: ,2021|어린이·가족:2;2022|클래식:1;2023|뮤지컬:1;2023|클래식:3;2023|어린이·가족:1;2024|클래식:1;2025|클래식:1;2025|어린이·가족:1
00000014412,1,2,54000,20211002: ,20211002: ,2021|어린이·가족:1
00000019768,2,4,99000,20211002: ,20211002: ,2021|어린이·가족:2
00000006986,2,4,186000,20211002: ,20230916: ,2021|어린이·가족:1;2023|어린이·가족:1
00000010768,1,2,54000,20211002: ,20211002: ,2021|어린이·가족:1
00000001386,1,5,150000,20211002: ,20211002: ,2021|어린이·가족:1
00000015404,9,15,376000,20211002: ,20240320: ,2021|어린이·가족:1;2022|미상:1;2023|클래식:6;2024|클래식:1
00000013080,2,9,278000,20211014: ,20231223: ,2021|클래식:1;2023|클래식:1
00000019760,1,3,28000,20211014: ,20211014: ,2021|클래식:1
00000019728,10,12,836500,20211014: ,20250706: ,2021|클래식:2;2021|뮤지컬:2;2022|클래식:1;2022|뮤지컬:1;2022|발레/연극:2;2025|발레/연극:1;2025|뮤지컬:1
00000014556,10,20,1154500,20201225: ,20251026: ,2021|클래식:1;2022|클래식:2;2023|클래식:1;2024|클래식:1;2025|클래식:3;2020|클래식:2
00000000619,2,3,99000,20211015: ,20250116: ,2021|클래식:1;2025|클래식:1
00000016468,1,1,50000,20211015: ,20211015: ,2021|클래식:1
00000006140,4,9,273500,20211015: ,20230119: ,2021|클래식:2;2022|클래식:1;2023|클래식:1
00000019224,12,27,1137000,20211015: ,20251023: ,2021|클래식:1;2022|클래식:3;2022|미상:1;2023|뮤지컬:1;2023|발레/연극:1;2024|클래식:1;2025|클래식:3;2025|발레/연극:1
00000018363,2,4,144000,20211015: ,20250424: ,2021|클래식:1;2025|발레/연극:1
00000001189,4,7,216000,20211015: ,20250116: ,2021|클래식:1;2023|클래식:1;2023|발레/연극:1;2025|클래식:1
00000020924,3,5,276000,20211016: ,20250308: ,2021|클래식:2;2025|클래식:1
00000010124,1,2,54000,20211016: ,20211016: ,2021|클래식:1
00000016926,1,2,54000,20211016: ,20211016: ,2021|클래식:1
00000020010,4,4,249300,20211016: ,20241224: ,2021|클래식:1;2022|발레/연극:1;2023|발레/연극:1;2024|발레/연극:1
00000016956,7,14,628000,20200605: ,20250116: ,2021|클래식:1;2022|발레/연극:1;2023|발레/연극:1;2025|클래식:1;2020|클래식:3
00000011936,8,19,813000,20201018: ,20251026: ,2021|클래식:2;2022|클래식:1;2024|클래식:3;2025|클래식:1;2020|클래식:1
00000002374,3,5,270000,20211016: ,20250710: ,2021|클래식:1;2022|뮤지컬:1;2025|클래식:1
00000000435,4,7,416000,20201225: ,20250904: ,2021|클래식:1;2025|클래식:1;2020|클래식:2
00000016874,4,5,192000,20211016: ,20241011: ,2021|클래식:1;2023|발레/연극:1;2024|클래식:2
00000005972,4,6,343500,20211016: ,20211210: ,2021|클래식:1;2021|뮤지컬:3
00000001988,2,7,318000,20211016: ,20240906: ,2021|클래식:1;2024|클래식:1
