회원키,총구매,총매수,총금액,첫구매일,최근구매일,분포
00000009780,3,22,1002800,20241116: ,20241224: ,2024|뮤지컬:2;2024|발레/연극:1
00000009957,1,3,110000,20241116: ,20241116: ,2024|뮤지컬:1
00000001051,1,2,80000,20241116: ,20241116: ,2024|뮤지컬:1
00000004829,1,2,75000,20241116: ,20241116: ,2024|뮤지컬:1
00000010404,2,4,252000,20241116: ,20241123: ,2024|뮤지컬:2
00000016409,2,5,177500,20241116: ,20241214: ,2024|뮤지컬:1;2024|발레/연극:1
00000015885,1,2,42000,20241116: ,20241116: ,2024|뮤지컬:1
00000019629,1,2,80000,20241116: ,20241116: ,2024|뮤지컬:1
00000007594,2,5,215000,20241116: ,20241206: ,2024|뮤지컬:1;2024|클래식:1
00000014840,1,1,30000,20241116: ,20241116: ,2024|뮤지컬:1
00000022654,2,4,380000,20241116: ,20250216: ,2024|뮤지컬:1;2025|뮤지컬:1
00000014170,1,3,69000,20241116: ,20241116: ,2024|뮤지컬:1
00000010844,3,6,191200,20241116: ,20250920: ,2024|뮤지컬:1;2025|발레/연극:1;2025|어린이·가족:1
00000009659,1,4,160000,20241116: ,20241116: ,2024|뮤지컬:1
00000007221,1,1,45000,20241116: ,20241116: ,2024|뮤지컬:1
00000010925,2,4,147000,20241116: ,20241214: ,2024|뮤지컬:1;2024|발레/연극:1
00000005478,2,2,80000,20241116: ,20250719: ,2024|뮤지컬:1;2025|발레/연극:1
00000006754,2,3,165600,20241116: ,20241224: ,2024|뮤지컬:1;2024|발레/연극:1
00000013768,2,4,152000,20241116: ,20241213: ,2024|뮤지컬:1;2024|발레/연극:1
00000018236,1,4,468000,20241122: ,20241122: ,2024|뮤지컬:1
00000022285,1,1,150000,20241122: ,20241122: ,2024|뮤지컬:1
00000000593,1,4,468000,20241122: ,20241122: ,2024|뮤지컬:1
00000019966,1,4,540000,20241122: ,20241122: ,2024|뮤지컬:1
00000002536,1,4,468000,20241122: ,20241122: ,2024|뮤지컬:1
00000016652,1,4,540000,20241122: ,20241122: ,2024|뮤지컬:1
00000015957,1,4,540000,20241122: ,20241122: ,2024|뮤지컬:1
00000004659,2,8,972000,20241122: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000019247,2,6,468000,20241122: ,20250517: ,2024|뮤지컬:1;2025|기타:1
00000012980,1,1,150000,20241122: ,20241122: ,2024|뮤지컬:1
00000015870,1,3,420000,20241122: ,20241122: ,2024|뮤지컬:1
00000019804,1,2,270000,20241122: ,20241122: ,2024|뮤지컬:1
00000007688,1,1,135000,20241122: ,20241122: ,2024|뮤지컬:1
00000007861,1,1,120000,20241122: ,20241122: ,2024|뮤지컬:1
00000001943,2,2,211500,20241122: ,20241123: ,2024|뮤지컬:2
00000018181,1,2,162000,20241122: ,20241122: ,2024|뮤지컬:1
00000012918,2,3,387000,20241122: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000014031,2,6,846000,20241122: ,20250216: ,2024|뮤지컬:1;2025|뮤지컬:1
00000011964,2,2,279000,20241122: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000000534,1,2,162000,20241122: ,20241122: ,2024|뮤지컬:1
00000004175,1,2,270000,20241122: ,20241122: ,2024|뮤지컬:1
00000001214,3,4,550500,20241122: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2
00000009225,1,2,300000,20241122: ,20241122: ,2024|뮤지컬:1
00000021269,2,6,720000,20241122: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000007370,1,2,270000,20241122: ,20241122: ,2024|뮤지컬:1
00000016627,1,1,150000,20241122: ,20241122: ,2024|뮤지컬:1
00000012769,3,5,560000,20241122: ,20251122: ,2024|뮤지컬:1;2025|클래식:1;2025|뮤지컬:1
00000019002,1,2,270000,20241122: ,20241122: ,2024|뮤지컬:1
00000013421,2,5,780000,20241122: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000004280,1,2,270000,20241122: ,20241122: ,2024|뮤지컬:1
00000013632,3,7,775000,20241122: ,20251123: ,2024|뮤지컬:1;2025|클래식:1;2025|뮤지컬:1
00000012235,1,1,117000,20241122: ,20241122: ,2024|뮤지컬:1
00000004504,3,12,854000,20241122: ,20250720: ,2024|뮤지컬:2;2025|발레/연극:1
00000011674,1,4,468000,20241122: ,20241122: ,2024|뮤지컬:1
00000014738,2,3,410000,20241122: ,20241122: ,2024|뮤지컬:2
00000012871,3,6,650000,20241122: ,20251115: ,2024|뮤지컬:1;2025|뮤지컬:1;2025|클래식:1
00000020575,1,1,135000,20241122: ,20241122: ,2024|뮤지컬:1
00000003154,2,6,534000,20241122: ,20250920: ,2024|뮤지컬:1;2025|어린이·가족:1
00000003720,1,1,150000,20241122: ,20241122: ,2024|뮤지컬:1
00000011270,1,2,270000,20241122: ,20241122: ,2024|뮤지컬:1
00000022075,1,1,135000,20241122: ,20241122: ,2024|뮤지컬:1
00000012998,2,10,762800,20241122: ,20241225: ,2024|뮤지컬:1;2024|발레/연극:1
00000019709,1,1,117000,20241122: ,20241122: ,2024|뮤지컬:1
00000011206,3,3,321000,20241122: ,20250720: ,2024|뮤지컬:2;2025|발레/연극:1
00000021391,1,1,150000,20241122: ,20241122: ,2024|뮤지컬:1
00000003484,2,5,539000,20241122: ,20250308: ,2024|뮤지컬:1;2025|클래식:1
00000001889,3,5,692000,20241122: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:2
00000015758,1,4,540000,20241122: ,20241122: ,2024|뮤지컬:1
00000002903,2,2,303000,20241122: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000009706,2,2,285000,20241122: ,20241123: ,2024|뮤지컬:2
00000017007,7,11,755500,20241122: ,20251123: ,2024|뮤지컬:1;2025|발레/연극:4;2025|뮤지컬:2
00000016488,2,8,684000,20241122: ,20251128: ,2024|뮤지컬:1;2025|발레/연극:1
00000021595,3,11,1364000,20241122: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2
00000012647,2,2,303000,20241123: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:1
00000010226,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000006732,1,2,162000,20241123: ,20241123: ,2024|뮤지컬:1
00000013462,2,4,408600,20241123: ,20241224: ,2024|뮤지컬:1;2024|발레/연극:1
00000012378,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000016934,3,3,450000,20241123: ,20241123: ,2024|뮤지컬:3
00000015625,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000000024,2,2,150000,20241123: ,20241221: ,2024|뮤지컬:1;2024|클래식:1
00000005444,1,2,300000,20241123: ,20241123: ,2024|뮤지컬:1
00000003727,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000003279,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000005982,1,2,240000,20241123: ,20241123: ,2024|뮤지컬:1
00000017106,1,1,81000,20241123: ,20241123: ,2024|뮤지컬:1
00000012740,1,2,180000,20241123: ,20241123: ,2024|뮤지컬:1
00000020655,1,1,90000,20241123: ,20241123: ,2024|뮤지컬:1
00000008517,1,2,300000,20241123: ,20241123: ,2024|뮤지컬:1
00000014619,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000011199,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000006184,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000007986,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000000375,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000005747,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000006871,4,11,1148000,20241123: ,20250706: ,2024|뮤지컬:1;2024|발레/연극:1;2025|뮤지컬:2
00000005891,1,2,157500,20241123: ,20241123: ,2024|뮤지컬:1
00000008657,2,6,756000,20241123: ,20250216: ,2024|뮤지컬:1;2025|뮤지컬:1
00000015158,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000015136,1,4,520000,20241123: ,20241123: ,2024|뮤지컬:1
00000005752,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000018836,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000002826,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000019395,3,9,1248000,20241123: ,20250705: ,2024|뮤지컬:1;2025|뮤지컬:2
00000012763,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000001778,2,3,423000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000012942,1,2,162000,20241123: ,20241123: ,2024|뮤지컬:1
00000022230,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000001797,3,3,315000,20241123: ,20250705: ,2024|뮤지컬:1;2025|발레/연극:1;2025|뮤지컬:1
00000005538,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000009690,4,10,806000,20241123: ,20250517: ,2024|뮤지컬:2;2025|뮤지컬:1;2025|기타:1
00000006813,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000006805,6,12,901000,20241123: ,20251115: ,2024|뮤지컬:1;2024|발레/연극:1;2025|뮤지컬:2;2025|발레/연극:1;2025|클래식:1
00000001545,1,1,130000,20241123: ,20241123: ,2024|뮤지컬:1
00000001838,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000021525,2,3,368000,20241123: ,20250704: ,2024|뮤지컬:1;2025|뮤지컬:1
00000013314,5,18,2104000,20241123: ,20250720: ,2024|뮤지컬:2;2025|뮤지컬:2;2025|발레/연극:1
00000011253,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000012693,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000000366,5,10,1026000,20241123: ,20250720: ,2024|뮤지컬:1;2025|뮤지컬:2;2025|발레/연극:2
00000021467,2,4,576000,20241123: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:1
00000002933,1,4,468000,20241123: ,20241123: ,2024|뮤지컬:1
00000019923,5,10,1016200,20241123: ,20250920: ,2024|뮤지컬:1;2025|뮤지컬:2;2025|어린이·가족:2
00000008650,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000012638,1,2,300000,20241123: ,20241123: ,2024|뮤지컬:1
00000009832,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000009689,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000001612,1,1,117000,20241123: ,20241123: ,2024|뮤지컬:1
00000001959,3,3,394000,20241123: ,20251123: ,2024|뮤지컬:2;2025|뮤지컬:1
00000018619,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000014330,4,8,540000,20241123: ,20250720: ,2024|뮤지컬:1;2024|클래식:1;2025|발레/연극:2
00000000512,1,2,300000,20241123: ,20241123: ,2024|뮤지컬:1
00000014117,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000011065,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000007213,2,4,558000,20241123: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000000715,2,3,420000,20241123: ,20241123: ,2024|뮤지컬:2
00000015565,3,6,395000,20241123: ,20250529: ,2024|뮤지컬:1;2025|클래식:1;2025|발레/연극:1
00000008502,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000008779,3,6,791000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2
00000017619,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000008895,4,11,1056000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2;2025|발레/연극:1
00000016296,2,4,432000,20241123: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:1
00000011583,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000004962,2,4,189000,20241123: ,20250719: ,2024|뮤지컬:1;2025|발레/연극:1
00000001961,2,4,255000,20241123: ,20241204: ,2024|뮤지컬:1;2024|클래식:1
00000018063,1,1,104000,20241123: ,20241123: ,2024|뮤지컬:1
00000002805,6,13,1510000,20241123: ,20251122: ,2024|뮤지컬:1;2025|발레/연극:3;2025|뮤지컬:2
00000020812,4,4,178000,20241123: ,20251023: ,2024|뮤지컬:1;2025|발레/연극:2;2025|클래식:1
00000009339,2,2,270000,20241123: ,20241123: ,2024|뮤지컬:2
00000015656,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000002741,1,1,117000,20241123: ,20241123: ,2024|뮤지컬:1
00000009695,2,4,558000,20241123: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000005559,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000002318,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000021889,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000012965,3,4,531000,20241123: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:2
00000013747,1,4,540000,20241123: ,20241123: ,2024|뮤지컬:1
00000005519,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000007045,3,6,756000,20241123: ,20250424: ,2024|뮤지컬:1;2025|뮤지컬:1;2025|발레/연극:1
00000006455,3,6,960000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2
00000013090,1,2,255000,20241123: ,20241123: ,2024|뮤지컬:1
00000019222,1,1,120000,20241123: ,20241123: ,2024|뮤지컬:1
00000017449,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000018252,1,2,300000,20241123: ,20241123: ,2024|뮤지컬:1
00000002089,3,4,580000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2
00000016058,4,8,1184000,20241123: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:3
00000013220,1,4,600000,20241123: ,20241123: ,2024|뮤지컬:1
00000012363,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000005657,2,2,303000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000014002,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000001616,2,2,285000,20241123: ,20241123: ,2024|뮤지컬:2
00000006341,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000006394,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000001738,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000014829,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000017657,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000012772,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000018242,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000002822,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000011090,2,2,300000,20241123: ,20241123: ,2024|뮤지컬:2
00000001005,4,5,810000,20241123: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:3
00000021087,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000003520,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000014756,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000009188,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000002893,2,4,522000,20241123: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000011637,1,4,540000,20241123: ,20241123: ,2024|뮤지컬:1
00000014473,2,2,186000,20241123: ,20250719: ,2024|뮤지컬:1;2025|발레/연극:1
00000011789,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000017605,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000003828,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000005356,2,5,382000,20241123: ,20250720: ,2024|뮤지컬:1;2025|발레/연극:1
00000003767,2,4,270000,20241123: ,20250517: ,2024|뮤지컬:1;2025|기타:1
00000005462,1,2,240000,20241123: ,20241123: ,2024|뮤지컬:1
00000013956,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000012568,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000003827,4,9,1078000,20241123: ,20250706: ,2024|뮤지컬:1;2024|발레/연극:1;2025|뮤지컬:2
00000014510,1,2,153000,20241123: ,20241123: ,2024|뮤지컬:1
00000015655,4,10,1458000,20241123: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:3
00000018451,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000010600,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000006420,1,2,300000,20241123: ,20241123: ,2024|뮤지컬:1
00000004603,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000006307,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000012955,1,3,450000,20241123: ,20241123: ,2024|뮤지컬:1
00000019230,2,2,295000,20241123: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000018162,1,3,450000,20241123: ,20241123: ,2024|뮤지컬:1
00000014060,1,3,364000,20241123: ,20241123: ,2024|뮤지컬:1
00000016220,2,4,357200,20241123: ,20241225: ,2024|뮤지컬:1;2024|발레/연극:1
00000017259,1,4,540000,20241123: ,20241123: ,2024|뮤지컬:1
00000017222,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000010236,3,3,225000,20241123: ,20241214: ,2024|뮤지컬:2;2024|발레/연극:1
00000011419,1,4,468000,20241123: ,20241123: ,2024|뮤지컬:1
00000015186,1,2,270000,20241123: ,20241123: ,2024|뮤지컬:1
00000004116,1,1,150000,20241123: ,20241123: ,2024|뮤지컬:1
00000001579,1,2,234000,20241123: ,20241123: ,2024|뮤지컬:1
00000018324,2,4,558000,20241123: ,20250215: ,2024|뮤지컬:1;2025|뮤지컬:1
00000018075,2,3,420000,20241123: ,20241123: ,2024|뮤지컬:2
00000003133,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000006717,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000010123,2,4,558000,20241123: ,20250216: ,2024|뮤지컬:1;2025|뮤지컬:1
00000003919,1,1,135000,20241123: ,20241123: ,2024|뮤지컬:1
00000018339,4,8,918000,20241123: ,20250720: ,2024|뮤지컬:1;2025|뮤지컬:2;2025|발레/연극:1
00000008074,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000009712,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000002402,1,3,420000,20241124: ,20241124: ,2024|뮤지컬:1
00000020583,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000005565,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000004289,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000005541,2,3,456000,20241124: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000013385,2,2,270000,20241124: ,20241124: ,2024|뮤지컬:2
00000020012,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000006165,2,4,542000,20241124: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000011236,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000008170,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000007747,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000020528,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000007885,1,2,180000,20241124: ,20241124: ,2024|뮤지컬:1
00000017906,2,5,421800,20241124: ,20250803: ,2024|뮤지컬:1;2025|어린이·가족:1
00000018082,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000008627,1,2,300000,20241124: ,20241124: ,2024|뮤지컬:1
00000015305,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000003055,1,2,234000,20241124: ,20241124: ,2024|뮤지컬:1
00000017234,2,2,300000,20241124: ,20241124: ,2024|뮤지컬:2
00000022396,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000002247,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000010481,2,3,147000,20241124: ,20241204: ,2024|뮤지컬:1;2024|클래식:1
00000013264,2,5,600000,20241124: ,20250216: ,2024|뮤지컬:1;2025|뮤지컬:1
00000022344,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000002164,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000002857,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000005843,2,4,620000,20241124: ,20250705: ,2024|뮤지컬:1;2025|뮤지컬:1
00000013651,1,2,0,20241124: ,20241124: ,2024|뮤지컬:1
00000017455,2,2,300000,20241124: ,20241124: ,2024|뮤지컬:2
00000020628,3,7,1024000,20241124: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:2
00000015452,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000014005,1,2,255000,20241124: ,20241124: ,2024|뮤지컬:1
00000012197,2,2,300000,20241124: ,20241124: ,2024|뮤지컬:2
00000004405,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000014524,2,3,414000,20241124: ,20250214: ,2024|뮤지컬:1;2025|뮤지컬:1
00000020327,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000020859,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000012717,1,2,0,20241124: ,20241124: ,2024|뮤지컬:1
00000010801,1,2,300000,20241124: ,20241124: ,2024|뮤지컬:1
00000001963,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000016391,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000011082,1,4,540000,20241124: ,20241124: ,2024|뮤지컬:1
00000007700,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000007165,3,6,900000,20241124: ,20250706: ,2024|뮤지컬:1;2025|뮤지컬:2
00000017072,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000019712,2,6,882000,20241124: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000005078,1,2,300000,20241124: ,20241124: ,2024|뮤지컬:1
00000013850,2,4,620000,20241124: ,20250706: ,2024|뮤지컬:1;2025|뮤지컬:1
00000006627,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000016813,2,2,320000,20241124: ,20251123: ,2024|뮤지컬:1;2025|뮤지컬:1
00000008571,3,7,1006000,20241124: ,20250706: ,2024|뮤지컬:1;2025|뮤지컬:2
00000011035,2,2,270000,20241124: ,20241124: ,2024|뮤지컬:2
00000021295,4,8,1152000,20241124: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:3
00000013270,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000003956,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000001080,1,1,150000,20241124: ,20241124: ,2024|뮤지컬:1
00000009874,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
00000001185,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000002514,2,4,400000,20241124: ,20251122: ,2024|뮤지컬:1;2025|뮤지컬:1
00000000394,1,1,135000,20241124: ,20241124: ,2024|뮤지컬:1
00000000868,1,2,270000,20241124: ,20241124: ,2024|뮤지컬:1
